budget;genres;id;popularity;release_date;revenue;runtime;tagline;title;vote_average;vote_count
15000000;"[{""id"": 35, ""name"": ""Comedy""}]";25704;7.446069;2009-08-21;6405245;89;A Pre-Life Crisis.;Post Grad;5;100
15000000;"[{""id"": 18, ""name"": ""Drama""}]";133694;13.568302;2012-09-23;8138788;106;What's your price?;Promised Land;6;243
15000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";19265;21.857387;2009-06-19;35097815;92;A new comedy;Whatever Works;6.8;350
15000000;"[{""id"": 53, ""name"": ""Thriller""}]";36047;0.249245;2000-07-19;5217498;105;What would you do to get in?;The In Crowd;4.7;15
15000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]";8053;12.163832;2005-11-17;12036149;121;Nobody is beyond redemption.;The Three Burials of Melquiades Estrada;7;177
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";2290;8.962245;1999-09-16;0;120;When all hope was lost, he invented it.;Jakob the Liar;6;90
15000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]";5236;32.690038;2005-09-05;15785148;103;SeX. MurdEr. MyStery. Welcome to the party.;Kiss Kiss Bang Bang;7.2;886
25000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]";6552;8.583217;1999-04-30;4152230;92;The touching story of a boy and his right hand.;Idle Hands;6.1;182
15000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";1018;31.60985;2001-05-16;20117339;147;An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.;Mulholland Drive;7.6;1477
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]";10075;12.295216;2007-01-26;0;98;The hunt never tasted so sweet.;Blood and Chocolate;5.4;87
22000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";38031;12.4654;2010-05-23;0;98;;You Will Meet a Tall Dark Stranger;5.8;251
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]";42188;30.983397;2010-09-15;9455232;104;These students have everything they need. Except time.;Never Let Me Go;6.8;737
0;"[{""id"": 18, ""name"": ""Drama""}]";112430;1.485324;2007-08-05;0;276;;The Company;7;12
15000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]";6687;11.428903;2008-01-18;5926410;111;You can't escape your lies.;Transsiberian;6.5;195
15000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]";13853;5.484679;1986-01-17;0;98;At The Dawn Of Mankind, A Woman Led The Way.;The Clan of the Cave Bear;4.8;27
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";31306;5.770246;1999-10-22;0;111;;Crazy in Alabama;6.5;12
15000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";8461;15.175289;2007-10-20;7938872;112;Let the games begin...;Funny Games;6.3;545
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";331592;2.414721;2015-09-11;0;100;Hide your thoughts.;Listening;5.5;31
0;"[{""id"": 18, ""name"": ""Drama""}]";47692;0.470645;1999-11-24;0;116;;Felicia's Journey;6.6;23
92620000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]";19;32.351527;1927-01-10;650422;153;There can be no understanding between the hands and the brain unless the heart acts as mediator.;Metropolis;8;657
12000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";10045;17.493735;2004-11-09;9584131;84;Welcome to District B13. Welcome to the future;District B13;6.5;565
8000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";400;6.932221;1995-12-01;529766;116;Protect. Love. Honor. Avenge.;Things to Do in Denver When You're Dead;6.7;85
15000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";253450;8.142166;2015-08-27;632542;105;;The Assassin;6.6;157
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]";9104;6.329672;2001-09-08;0;98;War is hell... but peace is f*#!%!! boring.;Buffalo Soldiers;6.5;93
0;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]";11190;7.744166;2003-06-25;0;105;;The Return;7.4;100
8500000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";16353;9.029489;2008-12-04;8936663;98;Warrior. Conqueror. Legend.;Ong Bak 2;6;152
12000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]";23759;22.708647;2010-02-15;6814789;97;History is written in blood;Centurion;5.9;386
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";24206;2.609057;1996-06-26;76382;93;The Terms are Clear. Kill or be Killed.;Silent Trigger;5;22
15000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]";10185;19.913961;2008-08-07;3533227;98;The most terrifying ride you'll ever take;The Midnight Meat Train;6;290
15000000;"[{""id"": 18, ""name"": ""Drama""}]";75033;1.897761;2011-09-16;0;107;Her courage inspired a nation.;Winnie Mandela;5.2;5
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";74536;7.701186;2011-11-04;0;90;Serve. Protect. Lie.;The Son of No One;4.8;92
15000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";31668;1.833058;2001-10-14;23000;99;;All The Queen's Men;6.1;7
15000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]";13501;12.185204;2007-01-25;20380;93;Dreaming is believing.;The Good Night;5.7;41
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]";15208;2.500218;2008-07-04;0;141;;Bathory: Countess of Blood;5.6;31
20000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]";172391;6.459787;2013-07-18;27187375;85;Half a zebra, a whole lot of adventure!;Khumba;5.8;72
7000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";262543;49.808505;2014-10-09;0;110;Your time is coming to an end – Ours is now beginning;Automata;5.6;670
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]";9288;4.901936;2005-01-01;0;105;;Dungeons & Dragons: Wrath of the Dragon God;4.8;36
15000000;"[{""id"": 18, ""name"": ""Drama""}]";370980;0.738646;2015-12-03;0;;;Chiamatemi Francesco - Il Papa della gente;7.3;12
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]";20083;5.294319;2009-03-22;0;119;They destroyed his life... Now he'll destroy them all.;Shinjuku Incident;6.7;65
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]";40880;0.165367;2001-06-29;0;124;;Pandaemonium;4.5;2
14600000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]";137;52.744331;1993-02-11;70906973;101;He's having the worst day of his life... over, and over...;Groundhog Day;7.4;2301
14800000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]";264999;29.660993;2015-07-01;122513057;115;Back to the grind.;Magic Mike XXL;6.3;706
14500000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";454;41.493042;1996-10-31;147298761;120;My only love sprung from my only hate.;Romeo + Juliet;6.7;1374
10000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";53457;10.072199;2010-09-16;17511906;111;;Sarah's Key;7.2;196
14500000;"[{""id"": 18, ""name"": ""Drama""}]";288980;4.389363;2014-08-21;0;98;John Newton's Amazing Grace;Freedom;5.8;9
14000000;"[{""id"": 37, ""name"": ""Western""}]";33;37.380435;1992-08-07;159157447;131;Some legends will never be forgotten. Some wrongs can never be forgiven.;Unforgiven;7.7;1113
14200000;"[{""id"": 18, ""name"": ""Drama""}]";1951;7.05145;2005-05-16;674918;139;Liberation. Whether They Want It Or Not.;Manderlay;6.9;78
15000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";12405;59.258969;2008-05-12;377910544;120;What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny;Slumdog Millionaire;7.6;2827
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]";10998;16.742972;1987-09-11;320145693;119;A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.;Fatal Attraction;6.6;291
14000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]";114;45.473484;1990-03-23;463000000;119;Who knew it was so much fun to be a hooker?;Pretty Woman;7;1746
0;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";9396;15.474831;1988-05-19;239606210;110;The world's favourite adventurer is back for more! much more!;Crocodile Dundee II;5.5;303
0;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";319910;4.289676;2015-03-15;0;101;;Broken Horses;5;10
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";2604;25.949277;1989-12-20;161001698;145;A story of innocence lost and courage found.;Born on the Fourth of July;6.7;395
14000000;"[{""id"": 35, ""name"": ""Comedy""}]";864;22.409117;1993-09-30;154864401;98;One dream. Four Jamaicans. Twenty below zero.;Cool Runnings;6.8;491
15000000;"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]";14435;13.706357;2009-01-16;100734718;101;He's gonna break your heart.;My Bloody Valentine;5.3;299
13000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]";1931;6.92205;2007-05-16;75511123;114;He will challenge their traditions. Their traditions will change his life.;Stomp the Yard;6.1;88
14000000;"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]";691;27.17347;1977-07-07;185438673;125;It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.;The Spy Who Loved Me;6.6;507
14000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";9877;12.159009;1998-09-25;72527595;99;It Happened To Someone Who Knows Someone You Know... You're Next.;Urban Legend;5.6;290
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";62008;4.448494;2012-02-23;0;111;Wesley Deeds is About to Discover the Person He Was Meant to Be.;Good Deeds;6.2;45
14000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";12227;13.13724;1991-01-18;34793160;107;Where civilization ends, their journey begins.;White Fang;6.5;135
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";13824;4.04701;1999-10-08;0;81;Dare to dream.;Superstar;5.1;83
13000000;"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]";71688;23.3784;2011-12-30;114956699;105;Never Compromise;The Iron Lady;6.2;527
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]";15173;1.446172;2002-10-04;0;82;Fresh Fish. Mixed Vegetables.;Jonah: A VeggieTales Movie;6.4;22
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";8291;3.650857;1993-07-23;27515786;109;A Street Romance.;Poetic Justice;6.9;47
14000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";13950;5.102258;2002-03-08;25482931;95;Money can make people do funny things.;All About the Benjamins;5.8;48
14000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]";12158;6.772615;1995-10-27;19800000;100;A comic tale of horror and seduction.;Vampire in Brooklyn;4.5;111
14000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]";11586;11.543363;1977-06-17;30749142;118;It's four years later... what does she remember?;Exorcist II: The Heretic;4.5;133
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";10008;7.436315;2005-05-05;0;83;Possession Knows No Bounds;An American Haunting;5.3;142
14000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";2830;14.813614;2003-08-21;0;83;;My Boss's Daughter;4.4;180
14000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]";12403;20.792603;2009-06-08;22852638;98;Welcome to paradise. Enter at your own risk.;A Perfect Getaway;6.2;351
14000000;"[{""id"": 35, ""name"": ""Comedy""}]";34563;6.733485;2010-03-12;21409028;103;To have and to hold... 'Til dads do us part.;Our Family Wedding;5.7;39
0;"[{""id"": 35, ""name"": ""Comedy""}]";14557;7.708227;1998-08-21;0;96;;Dead Man on Campus;5.6;49
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";10368;2.238646;1999-03-25;21001563;117;;Tea with Mussolini;5.8;32
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";10280;7.866961;1996-10-25;0;92;Let the curse fit the crime.;Thinner;5.5;124
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]";12637;3.876242;1977-06-21;0;155;;New York, New York;6.1;67
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";34152;1.89218;1994-05-13;0;115;;Crooklyn;6.7;31
11000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";14434;4.536745;2007-03-16;13196245;90;In marriage no one can hear you scream.;I Think I Love My Wife;5;55
11000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]";11470;11.220643;2001-07-24;16951798;91;Evil has an upgrade.;Jason X;4.5;291
0;"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]";10741;11.706309;2006-09-05;0;120;He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.;Bobby;6.4;119
14000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";24940;4.66723;2001-02-02;10424470;86;Unleash your inner model.;Head Over Heels;5.3;73
14000000;"[{""id"": 35, ""name"": ""Comedy""}]";82679;7.487843;2012-10-25;11417362;87;Some people just can't handle Halloween.;Fun Size;5.5;134
14000000;"[{""id"": 18, ""name"": ""Drama""}]";2013;13.65494;2007-05-22;19777647;112;Let your imagination set you free;The Diving Bell and the Butterfly;7.4;283
26000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";1440;11.942862;2006-10-06;14821658;136;;Little Children;6.9;240
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";18041;5.833687;2000-04-21;5108820;90;It can turn you on, or turn on you.;Gossip;5.5;68
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";28029;6.370267;1999-01-29;0;107;It was the summer of Woodstock... when she became the woman she always wanted to be.;A Walk on the Moon;6.2;21
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";1123;4.052219;2006-10-27;4291965;101;The spark that ignites us, unites us.;Catch a Fire;6.4;25
0;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";14033;3.231848;2001-09-06;0;84;;Soul Survivors;4.4;49
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";87729;0.900442;1995-03-31;2474000;139;A powerful man torn between his love for one woman and his secret desire for another.;Jefferson in Paris;5.2;10
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";16899;8.387573;2008-01-01;0;93;Let's Misbehave!;Easy Virtue;6.3;108
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";41317;0.633004;1978-11-02;0;127;;Caravans;5.8;1
0;"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]";245700;9.242554;2014-10-31;5405500;150;;Mr. Turner;6.3;204
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";37842;1.866443;2009-05-20;0;104;;Wild Grass;5.8;22
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";9045;5.930533;2002-02-13;0;132;Two Men   Two Worlds   One Cause;Amen.;7.1;75
12000000;"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]";44092;4.930129;2010-09-01;0;117;;Reign of Assassins;6.7;57
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]";16005;8.747922;2008-09-26;0;113;;The Lucky Ones;6.3;55
14000000;"[{""id"": 18, ""name"": ""Drama""}]";44754;4.898424;2011-09-30;46495;149;;Margaret;6.1;86
108;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]";23988;7.410523;2009-10-27;0;90;The most feared monsters in cinematic history have met their match...;Stan Helsing;4;97
14000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";43949;24.210698;2010-08-06;1755212;89;You never forget your first love.;Flipped;7.4;418
14000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";142;44.135568;2005-09-02;178043761;134;Love is a force of nature.;Brokeback Mountain;7.5;1480
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";9603;16.051328;1995-07-19;0;97;Sex. Clothes. Popularity. Is there a problem here?;Clueless;6.9;803
13500000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";10712;9.982885;2002-09-01;29027914;107;It's time to stop hiding from the truth.;Far from Heaven;6.9;144
14000000;"[{""id"": 35, ""name"": ""Comedy""}]";243938;16.618874;2015-02-20;12314651;93;The Laws of Space and Time are About to be Violated.;Hot Tub Time Machine 2;5;354
13500000;"[{""id"": 18, ""name"": ""Drama""}]";10876;7.261196;2000-11-22;7060876;124;There are no bad words... only bad deeds.;Quills;6.8;128
15000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]";86838;32.306455;2012-09-07;19422261;110;They Won't Take Any Shih Tzu.;Seven Psychopaths;6.7;1206
0;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]";25208;4.722403;2001-01-19;0;105;;The Caveman's Valentine;6;27
18339750;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";613;32.445895;2004-09-08;92180910;156;April 1945, a nation awaits its...Downfall;Downfall;7.7;1037
12806000;"[{""id"": 18, ""name"": ""Drama""}]";1913;17.363739;2004-09-03;38535221;125;Sensitive Drama About a Polemic Theme;The Sea Inside;7.2;219
13300000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]";97370;29.782161;2014-03-14;5380251;108;A mysterious seductress preys upon the population of Scotland;Under the Skin;6;1102
13000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]";801;18.362333;1987-12-23;123922370;121;Time to rock it from the Delta to the DMZ!;Good Morning, Vietnam;7.1;642
13400000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";70829;0.680753;2010-12-29;16700000;100;;The Last Godfather;4.7;7
13000000;"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]";54518;6.735922;2011-02-11;98441954;105;Find out what's possible if you never give up.;Justin Bieber: Never Say Never;4.8;154
13000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";44214;91.285683;2010-12-02;327803731;108;In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.;Black Swan;7.3;4430
13000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]";240;105.792936;1974-12-20;47542841;200;I don't feel I have to wipe everybody out, Tom. Just my enemies.;The Godfather: Part II;8.3;3338
13000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]";9816;9.969624;2001-01-12;91038276;112;The Only Person You Need To Be Is Yourself.;Save the Last Dance;6.3;352
7000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";10131;17.113408;1988-08-19;72500000;99;Terror beyond your wildest dreams.;A Nightmare on Elm Street 4: The Dream Master;5.8;281
16000000;"[{""id"": 18, ""name"": ""Drama""}]";339984;10.248439;2016-03-17;77000000;117;How do we explain the impossible?;Miracles from Heaven;6.7;186
13000000;"[{""id"": 35, ""name"": ""Comedy""}]";8859;25.316146;2000-12-15;73180723;83;After a night they can't remember, comes a day they'll never forget.;Dude, Where’s My Car?;5.2;509
13000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]";11967;9.499325;1988-08-12;44726644;107;Six reasons why the west was wild.;Young Guns;6.6;258
13000000;"[{""id"": 35, ""name"": ""Comedy""}]";239563;43.791745;2014-10-09;54837234;102;Love Thy Neighbor;St. Vincent;7.1;763
12500000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";222899;11.828068;2014-02-14;49002684;100;It's about compromise. It's about love. It's about a good wingman.;About Last Night;6;210
16000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";4951;54.550275;1999-03-30;53478166;97;How do I loathe thee? Let me count the ways.;10 Things I Hate About You;7.3;1701
13000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";10985;13.525704;2002-05-10;0;88;A zero will rise.;The New Guy;5.7;151
0;"[{""id"": 35, ""name"": ""Comedy""}]";9644;12.963328;1993-02-04;0;84;See it before they make the sequel!;National Lampoon's Loaded Weapon 1;5.7;157
17000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";332567;60.829621;2016-06-24;119100758;86;What was once in the deep is now in the shallows.;The Shallows;6.2;1567
13000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";1954;73.307513;2004-01-22;96060858;113;Such minor changes, such huge consequences.;The Butterfly Effect;7.3;2060
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";15489;7.964289;2000-02-11;0;89;Roads closed. Schools shut. Rules were made to be frozen!;Snow Day;4.8;51
13000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";15250;2.388918;2007-11-27;0;117;You can't exchange family.;This Christmas;7.1;29
12000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";22345;4.580081;1999-03-12;36450736;97;Think innocent. Think helpless. Think again. Naps are history.;Baby Geniuses;3.3;75
13000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]";9448;6.425528;1998-04-24;27007143;91;Nothing's more dangerous than some nice guys... with a little time to kill.;The Big Hit;6.1;109
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";38223;4.63093;1996-07-10;0;100;On your case!;Harriet the Spy;5.7;46
